City,Your city,Employment status,Position,Your position,Total years of experience,Years of experience in Germany,Seniority level,Your seniority level,Main technology / programming language,Your main technology,Other technologies/programming languages you use often,Years in the current workplace,What languages do you speak and use at work?,Company size,Annual gross salary without bonus and stocks in EUR,Annual gross salary with bonus and stocks in EUR,Annual gross salary+bonus+stocks one year ago.,Number of vacation days,Hourly rate in EUR,Working hours for the last year,Number of days off in the last year,"Third-party income from small customers or own projects (annualy, in EUR)",Working hours per week,layoff affects you,company_layoffs,Work From Home allowance,Did you already find a new job?,employment_status_change_in_2023,Do you currently search for a job?,How long have you been unemployed? (in months),company_hire_in_2023,company_industry,change_jobs,tc_new_job,change_jobs_voluntary,how_long_find_job,ai_impact,ai_use,ai_tool,ai_other_tools
Munich,,Full/Part-time employee,DevOps,,14,6,Senior,,Python,,"Python,Javascript / Typescript,Kubernetes,Terraform,Docker,AWS",4.00,English,1000+,127000,35000,135000,28,,,,,40,No,"Yes, both in 2022-2023",No,,No,,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,Other,
Munich,,Full/Part-time employee,Software Engineer,,15,1,Senior,,C / C++,,,1.00,English,1000+,102000,0,,26,,,,,40,No,"Yes, in 2023",No,,No,,,I dont know,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,ChatGPT,
Munich,,Full/Part-time employee,Other,Hardware engineer,13,1,Middle,,Python,,,1.00,English,101-1000,60000,66000,,30,,,,,40,,I dont know,No,,No,,,Yes,"Manufacturing, Transportation, or Supply Chain",Yes,about the same,"Involuntarily, I was forced to look for a new job","2,0",Invisible,No,,
Berlin,,Founder,Other,,14,9,Other,,Python,,AWS,3.50,"English,Russian",up to 10,110000,110000,250000,unlimited,,,,,20,,No,No,,Full/Part-time employee,,,No,Other,Yes,worse than it was,"Voluntary, it was my decision","0,0",Great,Yes,ChatGPT,
Berlin,,Full/Part-time employee,Other,Site Reliability Engineer,10,3,Middle,,Other,AWS,"Python,Kubernetes,Terraform,AWS,Docker",3.00,"English,Russian",101-1000,73000,81000,76000,28,,,,,40,,"Yes, in 2022",up to 100 euro,,No,,,Yes,Financial Services,No,,,,Moderate but noticeable,No,,
Berlin,,Full/Part-time employee,Software Engineer,,10,7,Lead / Staff,,Kotlin,,"Java / Scala,AWS,Ruby,Docker,Terraform",4.00,English,101-1000,105000,105000,95000,31,,,,,40,No,"Yes, both in 2022-2023",No,,No,,,"Yes, but only for backfilling",Financial Services,No,,,,Invisible,No,,
Munich,,Full/Part-time employee,Tech Lead / Team Lead,,16,16,Head / Principal,,Go,,"Python, React,Docker",3.00,"English,German,Russian",1000+,135000,135000,124000,30,,,,,40,,"Yes, in 2022",over 1000 euros,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Great,Yes,ChatGPT,
Berlin,,Full/Part-time employee,Software Engineer,,15,8,Lead / Staff,,JavaScript / Typescript,," React,NodeJS,AWS,Google Cloud,Azure,Kubernetes,Docker",0.50,English,1000+,120000,150000,120000,30,,,,,40,,"Yes, in 2022",over 1000 euros,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,better than it was,"Voluntary, it was my decision","1,0",Great,Yes,"ChatGPT,Copilot",
Berlin,,Full/Part-time employee,Software Engineer,,7,4,Senior,,Ruby,,Java / Scala,2.00,English,1000+,128000,260000,250000,30,,,,,40,,"Yes, in 2022",No,,No,,,Yes,Financial Services,No,,,,Moderate but noticeable,Yes,"ChatGPT,Copilot",
Berlin,,Full/Part-time employee,Data Scientist,,7,5,Senior,,Python,,"Python,Docker,AWS",2.00,English,1000+,75000,79000,74000,30,,,,,40,No,"Yes, in 2023",No,,No,,,I dont know,Financial Services,No,,,,Moderate but noticeable,Yes,ChatGPT,
Berlin,,Full/Part-time employee,C-level (CTO / CEO / ...),,20,8,Head / Principal,,PHP,,"Python,Javascript / Typescript, React,SQL,Go,AWS",3.00,"English,German,Russian",11-50,100000,100000,60000,27,,,,,40,,No,No,,No,,,"Yes, but only for backfilling",Other,No,,,,Invisible,No,,
Berlin,,Full/Part-time employee,Engineering Manager,,16,5,Lead / Staff,,JavaScript / Typescript,," React,Angular,AWS,Terraform,Docker",5.00,"English,Russian",1000+,105000,105000,102000,32,,,,,40,,No,100 - 500,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,No,,
Hamburg,,Full/Part-time employee,Software Engineer,,15,10,Senior,,Kotlin,,"Java / Scala,Javascript / Typescript,AWS,Docker",5.00,"German,English",101-1000,81000,83000,78000,28,,,,,40,,No,100 - 500,,No,,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,Invisible,No,,
Berlin,,Full/Part-time employee,BI Developer / Data Engineer,,11,8,Senior,,Python,,"SQL,AWS,Terraform,Docker",4.00,"English,Russian,Other",1000+,94000,118000,103000,28,,,,,40,No,"Yes, in 2023",100 - 500,,No,,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,"ChatGPT,Other",Group's in-house tool
Frankfurt,,Full/Part-time employee,Data Scientist,,3,3,Middle,,Python,,"Python,R,SQL",1.00,German,1000+,83000,83000,53000,30,,,,,40,,No,No,,Full/Part-time employee,,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,better than it was,"Voluntary, it was my decision","2,0",Great,No,,
Berlin,,Full/Part-time employee,Backend Developer,,20,5,Senior,,Go,,"Docker,AWS",2.00,"English,Russian",1000+,85000,85000,85000,28,,,,,40,,No,No,,No,,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,Invisible,Yes,ChatGPT,
Munich,,Full/Part-time employee,Product Manager,,7,3,Senior,,Java,,,2.00,"English,German",51-100,70000,70000,62000,30,,,,,40,,No,No,,No,,,Yes,Financial Services,No,,,,Invisible,Yes,ChatGPT,
Berlin,,Full/Part-time employee,Backend Developer,,10,2,Senior,,PHP,,"Go,SQL,Docker",0.50,English,101-1000,80000,80000,73000,28,,,,,40,No,"Yes, in 2023",No,,Full/Part-time employee,,,Yes,Healthcare,Yes,better than it was,"Voluntary, it was my decision","1,0",Great,Yes,"ChatGPT,Copilot",
Berlin,,Full/Part-time employee,Software Engineer,,6,0,Middle,,Python,,"Docker,Kubernetes,SQL",0.50,English,101-1000,63000,0,,27,,,,,40,,I dont know,No,,No,,,Yes,Retail and Consumer Services,No,,,,Moderate but noticeable,No,,
Other,Bamberg,Working student,Other,Werkstudent Software Developer,2,2,Other,Working Student,Python,,"Python,Other",2.00,"German,English",1000+,20000,20000,19000,30,,,,,15,,I dont know,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Great,Yes,ChatGPT,
Other,Wiesbaden,Full/Part-time employee,Tech Lead / Team Lead,,10,10,Lead / Staff,,Python,,,10.00,"English,German,Russian",51-100,250000,280000,270000,31,,,,,40,,No,No,,No,,,No,"Information Services, IT, Software Development, or other Technology",No,,,,,,,
Berlin,,Full/Part-time employee,Product Manager,,18,12,Senior,,Other,,"Python,Javascript / Typescript,Angular, React,NodeJS,SQL,Go,AWS,Google Cloud,Azure,Terraform,Kubernetes,Docker,Other",3.00,English,101-1000,108000,108000,115000,30,,,,,40,No,"Yes, in 2023",up to 100 euro,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,about the same,"Involuntarily, I was forced to look for a new job",,Invisible,No,,
Munich,,Full/Part-time employee,Frontend Developer,,9,3,Senior,,JavaScript / Typescript,," React,NodeJS,Python,Javascript / Typescript",2.00,English,101-1000,95000,95000,95000,25,,,,,40,,"Yes, in 2022",No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Great,Yes,"ChatGPT,Copilot",
Munich,,Full/Part-time employee,DevOps,,3,1,Middle,,Python,,"C / C++,Docker,Terraform,Kubernetes,Other",0.75,English,101-1000,65000,70000,,28,,,,,40,,I dont know,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,worse than it was,"Voluntary, it was my decision","6,0",Great,Yes,"ChatGPT,Other",Sourcery
Munich,,Full/Part-time employee,Software Engineer,,22,1,Senior,,Go,,"Python,SQL",1.00,English,1000+,120000,170000,,28,,,,,40,No,"Yes, in 2023",No,,No,,,"Yes, but only for backfilling",Advertising Services,No,,,,Moderate but noticeable,Yes,Other,
Munich,,Full/Part-time employee,Backend Developer,,18,8,Senior,,Python,,"Ruby,PHP,Javascript / Typescript,Docker,AWS",2.00,Russian,up to 10,65000,70500,65000,26,,,,,40,,"Yes, in 2022",No,,No,,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,Invisible,No,,
Berlin,,Full/Part-time employee,Frontend Developer,,5,2,Senior,,JavaScript / Typescript,,"Javascript / Typescript, React,NodeJS,Java / Scala",0.50,English,up to 10,73000,0,0,28,,,,,40,,No,No,,Full/Part-time employee,,,Yes,Legal Services,Yes,about the same,"Voluntary, it was my decision","0,0",Moderate but noticeable,Yes,ChatGPT,
Berlin,,Full/Part-time employee,Software Engineer,,17,2,Middle,,C# / .NET,,"Azure,SQL",2.00,English,101-1000,65000,0,,30,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,No,,
Munich,,Full/Part-time employee,Software Engineer,,14,14,Senior,,C# / .NET,,"Angular,Javascript / Typescript,SQL",1.00,"English,German",1000+,75000,75000,70000,30,,,,,40,,I dont know,No,,Full/Part-time employee,,,Yes,Retail and Consumer Services,Yes,better than it was,"Voluntary, it was my decision","2,0",Invisible,Yes,ChatGPT,
Munich,,Full/Part-time employee,Software Engineer,,25,1,Lead / Staff,,C / C++,,Python,0.50,English,1000+,86400,100800,,30,,,,,40,,I dont know,No,,Full/Part-time employee,,,Yes,"Manufacturing, Transportation, or Supply Chain",Yes,better than it was,"Voluntary, it was my decision","5,0",Invisible,No,,
Munich,,Full/Part-time employee,Software Engineer,,16,9,Senior,,Java,,"Java / Scala,Terraform,Docker,Other,AWS",2.00,"English,German",101-1000,87600,95000,80000,30,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,Copilot,
Berlin,,Full/Part-time employee,Engineering Manager,,20,4,Head / Principal,,SQL,,"Python,SQL,R",1.50,English,101-1000,100000,100000,90000,30,,,,,40,,No,No,,No,,,Yes,Other,No,,,,Great,Yes,"ChatGPT,Copilot",
Berlin,,Full/Part-time employee,Software Engineer,,17,9,Senior,,C / C++,,"Python,SQL,Docker",5.00,"English,German,Russian",101-1000,84500,86700,81200,35,,,,,42,,No,No,,No,,,"Yes, but only for backfilling","Manufacturing, Transportation, or Supply Chain",No,,,,Invisible,No,,
Bonn,,Full/Part-time employee,Software Engineer,,5,5,Middle,,PHP,,"SQL,Javascript / Typescript",5.00,German,11-50,60000,60000,,24,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,ChatGPT,
Munich,,Full/Part-time employee,Frontend Developer,,5,5,Middle,,JavaScript / Typescript,," React,Javascript / Typescript",3.00,English,101-1000,74500,80000,73000,28,,,,,40,No,"Yes, in 2023",No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,Yes,"Copilot,ChatGPT",
Cologne,,Full/Part-time employee,Engineering Manager,,12,12,Lead / Staff,,Python,,SQL,1.00,English,1000+,160000,350000,200000,30,,,,,40,"Yes, I am NOT satisfied with a severance package","Yes, both in 2022-2023",100 - 500,,No,,,No,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,"Copilot,ChatGPT",
Munich,,Full/Part-time employee,QA Engineer,,9,5,Senior,,Java,,,5.00,"English,Russian",1000+,67000,3000,70000,30,,,,,40,,No,up to 100 euro,,No,,,Yes,Financial Services,No,,,,Invisible,No,,
Heidelberg,,Full/Part-time employee,Frontend Developer,,0,0,Junior,,JavaScript / Typescript,," React,NodeJS,SQL",0.00,"English,German",101-1000,65000,70000,,30,,,,,40,,No,No,,No,,,No,Healthcare,No,,,,,,,
Berlin,,Full/Part-time employee,Software Engineer,,20,2,Senior,,Python,,"SQL,Go,Terraform,Docker",2.00,English,1000+,85000,12500,12500,30,,,,,40,"Yes, I am satisfied with a severance package","Yes, in 2023",100 - 500,,No,,,"Yes, but only for backfilling",Other,No,,,,Invisible,No,,
Dresden,,Full/Part-time employee,QA Engineer,,7,1,Senior,,Java,,Other,0.50,English,1000+,68000,68000,65000,25,,,,,40,,I dont know,No,,No,,,Yes,Other,Yes,better than it was,"Voluntary, it was my decision","6,0",Moderate but noticeable,Yes,"ChatGPT,Other",Bard
Nuremberg,,Full/Part-time employee,DevOps,,10,6,Lead / Staff,,Bash,,"Python,Java / Scala,C / C++,C# / .NET core,Angular,Javascript / Typescript,.NET,SQL,Go,AWS,Azure,Google Cloud,Kubernetes,Terraform,Docker,Other",3.00,"German,English",1000+,110000,123000,115000,30,,,,,40,,No,No,,No,,,Yes,"Manufacturing, Transportation, or Supply Chain",No,,,,Great,Yes,"ChatGPT,Copilot,Other",Bard
Berlin,,Full/Part-time employee,Frontend Developer,,11,10,Lead / Staff,,JavaScript / Typescript,," React,Angular",0.25,"English,Other,Russian",1000+,140000,180000,110000,27,,,,,40,,No,No,,Full/Part-time employee,,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,better than it was,"Voluntary, it was my decision","3,0",Invisible,No,,
Munich,,Full/Part-time employee,DevOps,,17,1,Senior,,Other,-,Other,3.00,"English,Russian",1000+,112000,125000,125000,30,,,,,40,No,"Yes, both in 2022-2023",100 - 500,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,No,,
Frankfurt,,Full/Part-time employee,Other,SAP Consultant,6,6,Senior,,SAP / ABAP,,Javascript / Typescript,4.00,"English,German",101-1000,77000,90000,80000,49,,,,,40,,No,100 - 500,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Great,Yes,"ChatGPT,Other",Bard
Frankfurt,,Full/Part-time employee,DevOps,,7,1,Middle,,Python,,"AWS,Kubernetes,Docker",1.00,English,1000+,59000,3000,59000,30,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,Yes,ChatGPT,
Frankfurt,,Full/Part-time employee,Head / Principal / VP,,15,8,Head / Principal,,PHP,,"PHP,Javascript / Typescript,NodeJS, React,SQL,Go,Kubernetes,Docker",1.50,"English,Russian",101-1000,100000,110000,0,30,,,,,40,No,"Yes, in 2023",up to 100 euro,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,ChatGPT,
Frankfurt,,Full/Part-time employee,Software Engineer,,11,2,Senior,,Kotlin,,"Java / Scala,Kotlin,Javascript / Typescript,Rust,Docker,Kubernetes,AWS",1.00,English,101-1000,90000,90000,85000,30,,,,,400,No,"Yes, in 2023",No,,No,,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,ChatGPT,
Heidelberg,,Full/Part-time employee,Frontend Developer,,6,3,Middle,,JavaScript / Typescript,,"Angular,Javascript / Typescript,NodeJS",1.00,English,101-1000,66000,66000,60000,30,,,,,40,No,"Yes, in 2023",No,,No,,,No,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,No,,
Other,Paderborn,Full/Part-time employee,Software Engineer,,7,1,Senior,,C# / .NET,,Azure,0.50,"English,German",up to 10,84000,90000,,20,,,,,40,,No,No,,Full/Part-time employee,,,No,"Information Services, IT, Software Development, or other Technology",Yes,about the same,"Voluntary, it was my decision","1,0",Invisible,No,,
Munich,,Full/Part-time employee,Designer (UI/UX),,6,2,Senior,,Other,,,0.50,English,1000+,72000,12000,5000,30,,,,,40,,No,100 - 500,,No,,,Yes,Retail and Consumer Services,Yes,better than it was,"Involuntarily, I was forced to look for a new job","2,0",Invisible,Yes,ChatGPT,
Frankfurt,,Full/Part-time employee,Designer (UI/UX),,10,5,Lead / Staff,,Other,,,4.00,English,51-100,76000,76000,60000,30,,,,,40,No,"Yes, in 2023",No,,No,,,No,"Information Services, IT, Software Development, or other Technology",No,,,,Great,Yes,ChatGPT,
Berlin,,Full/Part-time employee,Engineering Manager,,12,8,Head / Principal,,Go,,"Google Cloud,Kubernetes,Terraform,Java / Scala",1.00,English,101-1000,100000,165000,165000,30,,,,,40,,No,No,,No,,,Yes,Other,No,,,,Invisible,Yes,"ChatGPT,Copilot",
Berlin,,Full/Part-time employee,Data Scientist,,6,2,Senior,,Python,,"Python,SQL,Google Cloud,Docker",0.50,English,1000+,98000,115500,70000,28,,,,,40,No,"Yes, in 2023",100 - 500,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,better than it was,"Voluntary, it was my decision","1,0",Moderate but noticeable,No,,
Darmstadt,,Full/Part-time employee,DevOps,,4,4,Middle,,Other,DevOps,"Python,AWS,Kubernetes,Terraform,Docker",4.00,"English,German",101-1000,75000,75000,68000,28,,,,,40,,No,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,No,,
Berlin,,Full/Part-time employee,QA Engineer,,5,2,Middle,,JavaScript / Typescript,,"Azure,NodeJS",0.50,English,101-1000,67000,67000,59000,30,,,,,40,,No,No,,Full/Part-time employee,,,Yes,Other,Yes,better than it was,"Voluntary, it was my decision","3,0",Moderate but noticeable,No,,
Berlin,,Full/Part-time employee,Product Manager,,12,6,Lead / Staff,,C / C++,,"Javascript / Typescript,Docker",2.00,English,101-1000,90000,100000,,30,,,,,40,,No,500 - 1000,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Invisible,No,,
Munich,,Full/Part-time employee,Tech Lead / Team Lead,,8,2,Lead / Staff,,C# / .NET,,"C# / .NET core,Angular,.NET,SQL,Azure,Docker,Python,Javascript / Typescript",1.00,"English,German",51-100,58000,58000,58000,22,,,,,40,,I dont know,No,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,Yes,"ChatGPT,Copilot",
Berlin,,Full/Part-time employee,Software Engineer,,20,8,Senior,,Python,,"Python,SQL,AWS,Google Cloud,Docker",2.00,English,11-50,200000,200000,200000,unlimited,,,,,40,,No,No,,No,,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,Moderate but noticeable,No,,
Berlin,,Full/Part-time employee,Software Engineer,,5,1,Middle,,Kotlin,,"Java / Scala,Kotlin,AWS,Terraform,Kubernetes,Docker,Other",0.20,"English,Russian",1000+,95000,120000,90000,28,,,,,40,,I dont know,100 - 500,,No,,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,better than it was,"Voluntary, it was my decision","4,0",Moderate but noticeable,Yes,"ChatGPT,Copilot",
Berlin,,Full/Part-time employee,DevOps,,8,6,Senior,,Bash,,"Python,Kubernetes,Terraform,Docker,Other,Go",6.00,"English,Russian",101-1000,105000,106000,105000,25,,,,,40,No,"Yes, both in 2022-2023",No,,No,,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",No,,,,Invisible,Yes,"ChatGPT,Other",local llms
Berlin,,Full/Part-time employee,Other,Senior Data Analyst,5,1,Senior,,Python,,"SQL,Google Cloud",0.75,English,101-1000,80000,96000,,28,,,,,40,"Yes, I am satisfied with a severance package","Yes, in 2023",100 - 500,,Full/Part-time employee,,,"Yes, but only for backfilling","Information Services, IT, Software Development, or other Technology",Yes,about the same,"Involuntarily, I was forced to look for a new job","15,0",Invisible,No,,
Hamburg,,Full/Part-time employee,Frontend Developer,,3,3,Middle,,JavaScript / Typescript,,React,0.70,German,51-100,43000,45000,36000,28,,,,,30,,I dont know,100 - 500,,Full/Part-time employee,,,Yes,"Information Services, IT, Software Development, or other Technology",Yes,better than it was,"Voluntary, it was my decision","1,0",Great,Yes,ChatGPT,
Frankfurt,,Full/Part-time employee,QA Engineer,,2,1,Junior,,Other,,,1.00,English,101-1000,28800,0,,24,,,,,40,,I dont know,up to 100 euro,,No,,,Yes,Other,No,,,,Invisible,No,,
